2-gram	*/*	2/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	2/1:2	3/1:2	3/2:3	4/1:2	4/2:3	4/3:4	5/1:2	5/2:3	5/3:4	5/4:5	6/1:2	6/2:3	6/3:4	6/4:5	6/5:6	7/1:2	7/2:3	7/3:4	7/4:5	7/5:6	7/6:7	8/1:2	8/2:3	8/3:4	8/4:5	8/5:6	8/6:7	8/7:8	9/1:2	9/2:3	9/3:4	9/4:5	9/5:6	9/6:7	9/7:8	9/8:9	*/1:2	*/2:3	*/3:4	*/4:5	*/5:6	*/6:7	*/7:8	*/8:9	*/9:10	*/-9:-8	*/-8:-7	*/-7:-6	*/-6:-5	*/-5:-4	*/-4:-3	*/-3:-2	*/-2:-1
GB	13944852	1576023	2565441	1236542	3185244	859481	555696	366759	480558	1576023	360781	2204660	0	1136009	100533	0	0	3185244	0	0	670354	189127	0	0	0	0	555696	0	0	0	0	0	0	366759	0	0	0	0	0	0	210312	0	270246	0	0	1936804	4011023	4030600	577071	138166	2097071	1154117	0	0	0	0	0	2473319	2448910	459373	4682034	3881216
PG	13354952	2872201	2906675	217380	224120	0	2456530	1477343	1759528	2872201	1256038	1650637	0	217380	0	0	224120	0	0	0	0	0	0	0	0	2079344	223231	153955	0	0	0	1477343	0	0	0	0	0	0	1759528	0	0	0	0	0	0	4128239	7408352	362455	1455906	0	0	0	0	0	0	2260871	2417175	2079344	223231	378075	1473418	4522838
TK	13081991	1009563	679763	0	874940	3756684	2293430	3220721	1246890	1009563	508731	171032	0	0	0	0	251090	623850	0	0	1295149	1508727	952808	0	0	0	2168204	125226	0	0	0	2685655	0	0	0	535066	0	0	0	0	342078	159483	356347	388982	0	1518294	4402926	4300781	1420112	159483	891413	388982	0	0	0	0	2685655	342078	3622836	2241390	3009437	1180595
KK	12782664	567025	644016	385675	1656182	3732376	378920	2689442	149005	567025	287289	356727	0	385675	0	0	142218	1513964	0	0	0	3631423	100953	0	0	0	0	378920	0	0	0	367014	726159	679768	728611	187890	0	0	0	0	149005	0	0	0	0	854314	1251634	5871546	3774987	842293	187890	0	0	0	0	1669920	1277117	875164	679768	4881172	2475771	923752
HQ	11925353	1102839	320997	0	0	0	0	0	0	1102839	0	320997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102839	320997	0	203384	10298133	0	0	0	0	0	203384	3410595	6887538	0	0	0	1423836
FN	11823066	2246376	1316932	0	0	775636	315084	2212791	4844205	2246376	232846	1084086	0	0	0	0	0	0	0	0	0	481907	293729	0	0	0	135698	179386	0	0	0	0	0	2212791	0	0	0	0	0	0	0	4652635	191570	0	0	2479222	1084086	617605	2685906	4764677	191570	0	0	0	0	0	112042	0	7001124	852863	526575	3330462
LZ	11767790	273446	0	337719	305314	3706373	1625739	1609053	3061939	273446	0	0	0	0	337719	0	0	0	305314	0	0	2498842	0	1207531	0	0	1070516	0	555223	0	0	0	1475469	0	0	0	133584	0	2798883	0	263056	0	0	0	0	273446	2798883	6115998	568370	1762754	114755	133584	0	0	0	2984242	0	1738525	1185271	2498842	555223	2257594
VL	11621019	1316502	621721	1491709	506211	2451177	954073	3277139	468999	1316502	475456	146265	1491709	0	0	369366	0	136845	0	152546	0	2298631	0	0	107130	0	380715	466228	0	0	2824104	0	121982	149783	181270	0	0	104608	0	364391	0	0	0	0	0	7374909	146265	3302564	616011	181270	0	0	0	0	104608	2824104	471521	274528	899864	4437838	612301	1462767
GP	11612944	1901401	5625027	322625	0	1397102	656623	1150509	347041	1901401	4937078	687949	196770	125855	0	0	0	0	0	0	0	1225683	171419	0	0	0	444572	212051	0	0	0	0	917237	233272	0	0	0	0	0	124284	222757	0	0	0	0	7035249	813804	2711776	839499	0	0	0	212616	0	0	0	124284	1250418	677844	1736696	5234352	2589350
HZ	10729982	4310709	6277222	0	0	0	0	0	0	4310709	0	6277222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4310709	6277222	0	0	0	142051	0	0	0	0	0	142051	0	0	0	0	10587931
DK	9494027	1029760	317328	0	1223863	844270	0	664962	0	1029760	0	317328	0	0	0	0	0	1223863	0	0	320909	523361	0	0	0	0	0	0	0	0	0	0	0	0	664962	0	0	0	0	0	0	0	0	0	0	1029760	638237	1747224	5069509	664962	344335	0	0	0	4008530	344335	0	0	320909	1188323	1223863	1347088
YK	9292584	150247	122143	2297888	2503881	1220441	1716650	0	881552	150247	0	122143	0	2106353	191535	0	2336332	167549	0	0	280847	127986	615829	195779	0	303139	0	348863	548609	516039	0	0	0	0	0	0	0	0	0	356490	379000	0	0	146062	0	150247	5148814	843560	1343692	1030618	516039	146062	0	0	0	0	356490	968369	280847	2813181	3584402	1289295
QI	8954617	1596462	774152	1800742	3606541	817282	165129	0	194309	1596462	774152	0	1800742	0	0	0	0	0	3606541	129409	0	0	687873	0	165129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194309	0	0	4465894	0	0	4294414	0	194309	0	0	0	0	0	165129	129409	0	1995051	1462025	5203003
LX	8612462	1061147	1780811	2109352	1746187	1306399	482271	126295	0	1061147	1643481	137330	1859570	0	249782	1746187	0	0	0	1306399	0	0	0	0	482271	0	0	0	0	0	126295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8225350	137330	249782	0	0	0	0	0	0	0	126295	482271	1306399	1746187	1859570	1643481	1448259
VD	8430332	803904	3437718	2823770	0	1364940	0	0	0	803904	816318	2621400	0	419292	2404478	0	0	0	0	0	0	0	1364940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1620222	3040692	2404478	1364940	0	0	0	0	0	0	0	0	0	0	0	2600550	5829782
ZS	8395904	332525	192567	0	0	264160	0	0	6248105	332525	0	192567	0	0	0	0	0	0	0	0	0	130815	0	133345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6072597	175508	0	0	332525	192567	130815	543604	6545559	450939	199895	0	0	0	212914	870202	0	6348028	306323	0	658437
BW	8319869	781610	0	0	156805	3288676	1121103	2736795	0	781610	0	0	0	0	0	156805	0	0	0	0	388467	2452822	447387	0	0	0	942373	178730	0	0	0	0	0	0	0	2736795	0	0	0	0	0	0	0	0	0	938415	388467	3395195	626117	0	2971675	0	0	0	0	0	0	0	1722525	2631552	3184182	781610
XQ	8225536	179783	0	0	0	0	0	0	6366109	179783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6366109	0	0	0	0	0	0	179783	8045753	0	0	0	0	0	0	0	0	6366109	0	0	0	0	0	179783
MV	8172535	2698733	2058310	0	0	0	164320	0	217542	2698733	979314	1078996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164320	0	0	0	0	0	0	0	0	0	0	0	0	100453	117089	0	0	0	3678047	1078996	0	264773	725384	2425335	0	0	0	0	549911	1129632	203271	1368358	164320	979314	3777729
UW	7824504	428373	203394	378727	318621	5020032	1024453	103171	105435	428373	203394	0	0	0	378727	0	0	0	318621	0	3064874	1637554	198732	118872	0	436973	0	587480	0	0	0	103171	0	0	0	0	0	0	0	0	105435	0	0	0	0	631767	3605018	2016281	1452566	118872	0	0	0	0	0	242298	103171	542408	3064874	2225034	402126	1244593
HG	7789748	3429182	627908	808408	0	0	652566	437708	210419	3429182	185110	442798	0	0	808408	0	0	0	0	0	0	0	0	0	0	0	329837	322729	0	0	0	0	0	335312	102396	0	0	0	0	0	0	210419	0	0	0	3614292	442798	1138245	658041	312815	438904	342214	842439	0	0	0	0	1141284	1015627	767339	185110	4680388
FB	7730842	779149	5747117	492418	0	242448	202902	160587	106221	779149	5319991	427126	492418	0	0	0	0	0	0	0	0	242448	0	0	0	0	202902	0	0	0	0	0	0	160587	0	0	0	0	0	0	106221	0	0	0	0	6591558	427126	445350	266808	0	0	0	0	0	0	0	0	106221	363489	734866	5319991	1206275
SJ	7621847	1827072	0	0	0	401577	472278	887863	602532	1827072	0	0	0	0	0	0	0	0	0	0	0	401577	0	0	472278	0	0	0	0	0	0	0	887863	0	0	0	0	0	0	602532	0	0	0	0	0	2299350	0	4821865	0	394975	105657	0	0	0	1911887	963636	1469785	887863	0	401577	0	1827072
WW	7377619	1193052	5542154	450841	0	191572	0	0	0	1193052	2820846	2721308	450841	0	0	0	0	0	0	0	0	191572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4464739	2721308	191572	0	0	0	0	0	0	0	0	0	0	0	642413	2820846	3914360
GK	7338894	609890	0	0	0	376964	4154794	1004440	505651	609890	0	0	0	0	0	0	0	0	0	0	0	376964	0	0	0	0	0	4154794	0	0	0	0	0	1004440	0	0	0	0	0	0	0	505651	0	0	0	609890	0	376964	5390445	505651	317124	0	0	138820	147193	0	231211	169931	1648911	4531758	0	609890
UQ	7235727	114216	117064	0	294896	142559	2719007	1289111	0	114216	0	117064	0	0	0	0	294896	0	0	0	142559	0	0	0	0	0	2071766	647241	0	0	0	541657	747454	0	0	0	0	0	0	0	0	0	0	0	0	114216	1096176	2819220	2705907	0	0	500208	0	0	0	2058666	541657	747454	2214325	1442345	0	231280
BG	7203255	862262	413586	382464	0	0	137830	2878041	2156779	862262	413586	0	0	202352	180112	0	0	0	0	0	0	0	0	0	0	0	137830	0	0	0	0	0	2878041	0	0	0	0	0	0	2156779	0	0	0	0	0	1275848	202352	5725055	0	0	0	0	0	0	116600	255693	2156779	2878041	137830	0	615938	1042374
SZ	7041052	390710	197892	102419	3130972	919013	716816	1141231	111380	390710	197892	0	0	102419	0	650038	0	1758065	722869	150339	0	522968	0	245706	316709	0	0	0	0	400107	594257	0	0	546974	0	0	0	0	0	0	0	111380	0	0	0	2299945	102419	2281033	1269843	522707	400107	164998	0	0	0	594257	316709	150339	1308392	687966	2058376	1759392
JR	6846578	5187118	703015	115499	568224	129412	0	0	143310	5187118	246661	456354	115499	0	0	0	0	568224	0	0	0	129412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143310	0	0	0	0	0	5549278	456354	840946	0	0	0	0	0	0	0	0	143310	0	0	244911	814885	5643472
QL	6708919	582292	5493763	0	632864	0	0	0	0	582292	257878	5235885	0	0	0	0	0	0	632864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840170	5235885	0	632864	0	0	0	0	0	0	0	0	0	0	0	257878	6451041
ZT	6627349	250225	402458	0	3800804	1620471	442011	0	111380	250225	0	402458	0	0	0	0	1799219	0	2001585	256966	1218543	0	144962	0	0	0	130465	311546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111380	0	0	507191	3420220	130465	2458093	0	111380	0	0	0	0	0	0	256966	1349008	2222145	144962	2654268
HK	6595610	841778	602497	143854	0	419142	1833717	792396	881022	841778	118242	484255	143854	0	0	0	0	0	0	0	0	160204	258938	0	0	0	213148	1429772	190797	0	0	0	0	546579	107372	138445	0	0	0	334727	0	401013	0	145282	0	1103874	484255	993760	2235289	1067206	138445	145282	427499	0	0	653705	334727	0	1379635	1841202	1060308	1326033
VC	6570845	1907542	4136790	383034	0	0	0	0	0	1907542	1876728	2260062	265295	117739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4049565	2377801	0	143479	0	0	0	0	0	0	0	143479	0	0	265295	1994467	4167604
XM	6569222	880737	4325703	192210	260484	404362	386122	119604	0	880737	4225570	100133	192210	0	0	0	143995	116489	0	0	137495	266867	0	0	0	136926	0	249196	0	0	0	0	0	119604	0	0	0	0	0	0	0	0	0	0	0	5298517	518549	383356	368800	0	0	0	0	0	0	0	0	136926	257099	852268	4342059	980870
GC	6455066	2378773	2351818	603444	159551	109316	0	196599	235357	2378773	1214150	1137668	195658	205434	202352	0	0	159551	0	0	0	109316	0	0	0	0	0	0	0	0	0	0	0	196599	0	0	0	0	0	0	102380	132977	0	0	0	3788581	1343102	471219	298979	132977	0	420208	0	0	0	0	0	522588	329576	304974	1579135	3718793
FW	6451511	621181	129416	262022	126749	0	5139581	0	0	621181	129416	0	262022	0	0	0	126749	0	0	0	0	0	0	0	0	0	0	5139581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012619	126749	0	5139581	172562	0	0	0	0	0	172562	0	0	0	5528352	129416	621181
PZ	6382200	247799	138008	0	0	0	5724526	164684	107183	247799	138008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5724526	0	0	0	0	164684	0	0	0	0	0	0	0	107183	0	0	0	0	385807	0	164684	5831709	0	0	0	0	0	0	0	0	271867	0	5724526	138008	247799
KC	6326022	1216227	839199	1399700	0	0	161173	686724	1601732	1216227	500763	338436	1399700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161173	0	0	0	0	0	686724	0	0	0	0	0	0	1205580	396152	0	0	0	3116690	338436	0	2474744	396152	0	0	0	0	0	421267	0	1205580	1082876	1560873	500763	1554663
HV	6292998	780716	232527	293213	0	321823	363096	0	4301623	780716	119200	113327	293213	0	0	0	0	0	0	0	0	191635	130188	0	0	0	0	363096	0	0	0	0	0	0	0	0	0	0	0	0	4301623	0	0	0	0	1193129	113327	191635	4794907	0	0	0	0	0	0	0	0	4301623	0	847944	249388	894043
XW	6292525	0	0	0	0	0	6103959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6103959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6292525	0	0	0	0	0	0	0	188566	0	0	6103959	0	0	0
ZW	6279286	0	392936	1270825	467720	249243	1076770	1678844	0	0	0	392936	1270825	0	0	467720	0	0	0	249243	0	0	0	0	1076770	0	0	0	0	0	1678844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4743402	392936	0	555301	0	587647	0	0	0	0	2234145	1076770	249243	1055367	1270825	0	392936
FP	6262895	1108100	3516263	596128	131959	0	0	101472	664613	1108100	1189269	2326994	217380	254091	124657	0	0	131959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101472	0	0	0	0	0	0	664613	0	0	0	0	2514749	2581085	256616	910445	0	0	0	0	0	0	0	0	664613	101472	217380	1575319	3559751
IY	6247588	469759	158945	526968	641711	1062380	767188	1242196	1050711	469759	0	158945	372957	0	154011	0	110686	531025	0	0	738252	324128	0	0	203415	251453	312320	0	0	0	0	556812	0	166307	100416	418661	0	0	0	0	0	154430	0	896281	0	1046131	1816148	1321484	166307	254846	418661	1119290	104721	0	0	0	760227	251453	1371309	1131196	1950688	782715
PV	6222096	1660450	4332799	228847	0	0	0	0	0	1660450	3011894	1320905	228847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4901191	1320905	0	0	0	0	0	0	0	0	0	0	0	0	228847	3011894	2981355
VT	6181932	2360166	1842583	1979183	0	0	0	0	0	2360166	559487	1283096	0	241020	1738163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2919653	1524116	1738163	0	0	0	0	0	0	0	0	0	0	0	0	800507	5381425
JP	6129447	1908621	1501021	627011	0	896968	501838	372952	321036	1908621	862957	638064	627011	0	0	0	0	0	0	0	0	896968	0	0	0	0	501838	0	0	0	0	0	372952	0	0	0	0	0	0	321036	0	0	0	0	0	3398589	638064	2092794	0	0	0	0	0	0	0	0	321036	372952	501838	1523979	862957	2546685
CV	5869407	2305613	2894896	237260	236689	0	194949	0	0	2305613	2058922	835974	0	114726	122534	0	236689	0	0	0	0	0	0	0	0	194949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364535	1382338	122534	0	0	0	0	0	0	0	0	0	194949	0	236689	2173648	3264121
ZB	5858211	122682	120389	0	459061	183424	0	2567786	928505	122682	120389	0	0	0	0	0	459061	0	0	0	183424	0	0	0	0	0	0	0	0	0	252077	0	0	2315709	0	0	0	0	0	214998	0	713507	0	0	0	495148	1436628	214998	2501068	967559	0	0	0	0	794143	252077	654409	0	3455450	459061	120389	122682
VP	5510046	2404131	2228943	876972	0	0	0	0	0	2404131	859905	1369038	571245	108487	197240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3835281	1477525	197240	0	0	0	0	0	0	0	0	0	0	0	571245	968392	3970409
ZR	5320518	595478	0	3245963	102966	417017	959094	0	0	595478	0	0	0	3245963	0	0	102966	0	0	0	0	417017	0	0	0	0	289357	669737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595478	3348929	706374	669737	0	0	0	0	0	0	0	0	0	289357	1189720	3245963	595478
FH	5166165	679014	1310784	0	304141	218033	498644	1175985	0	679014	1310784	0	0	0	0	188644	115497	0	0	218033	0	0	0	0	0	0	498644	0	0	0	0	0	0	1175985	0	0	0	0	0	0	0	0	0	0	0	2396475	115497	498644	2022938	0	132611	0	0	0	0	340726	509357	218033	1863273	115497	1310784	679014
YV	5115763	152910	120486	940727	707721	1371434	0	0	789934	152910	0	120486	940727	0	0	107205	600516	0	0	1371434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638904	151030	0	0	0	2572276	721002	0	1440963	260812	120710	0	0	0	0	0	802059	2240830	258235	1541243	0	273396
ZG	4726653	0	0	0	0	0	488147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4726653	0	0	0	0	0	0	0	4238506	0	0	488147	0	0
ZM	4713608	176790	0	0	210689	867634	484850	1398949	1275532	176790	0	0	0	0	0	0	210689	0	0	0	0	867634	0	0	0	0	0	484850	0	0	0	0	0	709010	689939	0	0	0	0	0	0	1275532	0	0	0	176790	210689	867634	1493024	1965471	0	0	0	0	0	299164	0	0	1984542	2253112	0	176790
ZV	4618705	0	685192	0	0	108474	738842	212700	337424	0	498536	186656	0	0	0	0	0	0	0	108474	0	0	0	0	0	0	0	738842	0	0	0	212700	0	0	0	0	0	0	337424	0	0	0	0	0	0	607010	736780	0	738842	0	2536073	0	0	0	0	337424	212700	108474	2536073	738842	498536	186656
QS	4448602	490404	3570112	388086	0	0	0	0	0	490404	0	3570112	123864	132812	131410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614268	3702924	131410	0	0	0	0	0	0	0	0	0	0	0	123864	132812	4191926
KV	4414960	1516931	479166	402456	0	410709	0	108779	1496919	1516931	479166	0	0	402456	0	0	0	0	0	0	0	0	410709	0	0	0	0	0	0	0	0	0	108779	0	0	0	0	0	0	0	1496919	0	0	0	0	1996097	402456	108779	1907628	0	0	0	0	0	0	0	0	1605698	0	0	1292331	1516931
VN	4317772	1513198	773933	751702	390110	100497	0	521913	266419	1513198	504998	268935	452490	0	299212	159993	104387	125730	0	0	0	0	100497	0	0	0	0	0	0	0	0	0	0	0	0	521913	0	0	0	0	0	0	266419	0	0	2630679	373322	424942	100497	0	788332	0	0	0	0	0	0	0	159993	823296	1253138	2081345
ZN	4300522	1842348	502190	110813	139599	514643	443727	416144	331058	1842348	502190	0	110813	0	0	0	0	0	139599	0	0	307305	207338	0	0	0	443727	0	0	0	0	0	0	416144	0	0	0	128140	0	202918	0	0	0	0	0	2583491	0	953950	763081	0	0	0	0	0	128140	0	202918	0	859871	418118	709528	1981947
QA	4298294	753171	133489	470432	2504603	129092	307507	0	0	753171	133489	0	470432	0	0	2260891	243712	0	0	129092	0	0	0	0	199072	0	0	108435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3946147	243712	0	108435	0	0	0	0	0	0	0	199072	129092	2260891	822579	133489	753171
YX	4211192	117014	0	916681	1065860	609156	0	942465	150513	117014	0	0	0	0	916681	0	0	0	1065860	0	151526	0	0	457630	0	0	0	0	0	0	0	250459	0	0	692006	0	0	0	0	0	0	0	150513	0	0	117014	401985	916681	1065860	1453779	150513	0	0	0	0	176432	378170	0	151526	842519	0	2662545
JN	4150888	1993658	620948	689065	495816	173307	0	0	0	1993658	620948	0	100405	0	588660	313530	0	182286	0	0	0	0	173307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3028541	0	949040	173307	0	0	0	0	0	178094	0	0	0	313530	100405	976541	2582318
BF	4108696	1060227	644041	221806	0	0	0	430942	749578	1060227	166658	477383	0	0	221806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301296	129646	0	0	0	0	0	749578	0	0	0	0	0	1226885	654040	1595101	632670	0	0	0	0	0	215372	610073	749578	301296	129646	0	166658	1759416
MK	3956883	1671783	304256	0	228220	471273	953628	327723	0	1671783	171805	132451	0	0	0	0	0	228220	0	0	0	211017	260256	0	0	0	953628	0	0	0	0	0	0	0	327723	0	0	0	0	0	0	0	0	0	0	1843588	132451	1392865	260256	327723	0	0	0	0	0	0	0	0	953628	538740	660281	1804234
CW	3909223	1630864	1611048	190850	0	0	0	0	123443	1630864	1611048	0	190850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123443	0	0	0	0	0	0	3432762	476461	0	0	0	0	0	0	0	353018	123443	0	0	0	190850	1611048	1630864
JM	3659540	2466879	314549	228492	296321	0	0	353299	0	2466879	314549	0	0	0	228492	0	296321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353299	0	0	0	0	0	0	0	0	0	0	0	0	2781428	296321	581791	0	0	0	0	0	0	0	0	0	353299	0	296321	314549	2695371
LQ	3582930	221015	0	0	0	160622	797559	1666465	486506	221015	0	0	0	0	0	0	0	0	0	0	0	160622	0	0	0	0	0	797559	0	0	0	0	230305	1436160	0	0	0	0	0	285131	201375	0	0	0	0	221015	0	676058	2547227	0	138630	0	0	0	0	112133	423761	431680	1436160	958181	0	221015
JH	3541869	1496158	779639	0	140075	372835	609795	0	143367	1496158	779639	0	0	0	0	140075	0	0	0	372835	0	0	0	0	0	0	609795	0	0	0	0	0	0	0	0	0	0	143367	0	0	0	0	0	0	0	2932074	0	609795	0	0	0	0	0	0	143367	0	0	372835	749870	0	779639	1496158
KJ	3471162	1348814	412869	164492	0	151044	110864	180644	772379	1348814	412869	0	0	164492	0	0	0	0	0	0	0	151044	0	0	0	0	0	110864	0	0	180644	0	0	0	0	0	0	0	0	0	356490	415889	0	0	0	1942327	164492	151044	467354	415889	0	0	330056	0	0	180644	0	356490	745945	261908	577361	1348814
JC	3447571	2130984	958224	0	131520	0	0	113291	0	2130984	836342	121882	0	0	0	131520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113291	0	0	0	0	0	0	0	0	0	0	0	0	3098846	121882	113291	0	0	0	113552	0	0	0	0	0	113291	245072	0	836342	2252866
GZ	3431194	103696	0	0	0	1241949	240367	305650	1340536	103696	0	0	0	0	0	0	0	0	0	0	0	1124856	117093	0	0	0	240367	0	0	0	0	0	0	200015	0	105635	0	0	0	140478	0	514801	685257	0	0	103696	0	1704697	317108	514801	790892	0	0	0	0	198996	140478	0	955183	1810113	222728	103696
JS	3329038	2222772	888668	114655	0	0	0	102943	0	2222772	747540	141128	114655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102943	0	0	0	0	0	0	0	0	0	0	0	0	3084967	141128	102943	0	0	0	0	0	0	0	0	0	102943	0	114655	747540	2363900
TX	3328898	2942662	386236	0	0	0	0	0	0	2942662	213129	173107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3155791	173107	0	0	0	0	0	0	0	0	0	0	0	0	0	213129	3115769
FK	3293208	372831	627909	0	1563740	310360	0	0	180181	372831	0	627909	0	0	0	0	0	1563740	0	0	0	199887	110473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180181	0	0	0	0	0	372831	627909	2052705	239763	0	0	0	0	0	0	108897	180181	0	0	199887	1674213	1000740
JL	3192327	2689697	0	0	132596	370034	0	0	0	2689697	0	0	0	0	0	0	0	0	132596	0	0	370034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2689697	0	370034	132596	0	0	0	0	0	0	0	0	0	0	370034	0	2822293
VM	3178223	1677183	1314569	186471	0	0	0	0	0	1677183	426028	888541	186471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2289682	888541	0	0	0	0	0	0	0	0	0	0	0	0	186471	426028	2565724
LJ	3169833	1689521	228393	0	0	208966	293599	0	749354	1689521	0	228393	0	0	0	0	0	0	0	0	0	208966	0	0	0	0	293599	0	0	0	0	0	0	0	0	0	0	374677	0	0	0	374677	0	0	0	2064198	228393	502565	0	374677	0	0	0	0	374677	0	0	0	668276	208966	0	1917914
TJ	3169658	2210792	0	202015	0	0	0	555991	0	2210792	0	0	202015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111013	104804	340174	0	0	0	0	0	0	0	0	0	0	2412807	0	111013	104804	340174	200860	0	0	0	0	0	200860	111013	104804	542189	0	2210792
JJ	2979950	2254647	0	433496	131971	159836	0	0	0	2254647	0	0	0	0	433496	0	0	131971	0	0	159836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2254647	159836	565467	0	0	0	0	0	0	0	0	0	0	159836	0	131971	2688143
CJ	2962048	1826785	1135263	0	0	0	0	0	0	1826785	131963	1003300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1958748	1003300	0	0	0	0	0	0	0	0	0	0	0	0	0	131963	2830085
VG	2960268	518633	1526803	0	0	0	111381	803451	0	518633	635199	891604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111381	0	0	0	0	0	803451	0	0	0	0	0	0	0	0	0	0	0	0	1153832	891604	914832	0	0	0	0	0	0	0	0	0	803451	111381	0	635199	1410237
MJ	2923325	2231781	691544	0	0	0	0	0	0	2231781	0	691544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231781	691544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2923325
JT	2917850	1676533	673388	309853	0	0	258076	0	0	1676533	541049	132339	309853	0	0	0	0	0	0	0	0	0	0	0	0	128039	130037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527435	260378	130037	0	0	0	0	0	0	0	0	0	128039	130037	309853	541049	1808872
PJ	2810773	1838634	206123	0	121460	523914	0	120642	0	1838634	0	206123	0	0	0	0	0	121460	0	0	346355	0	177559	0	0	0	0	0	0	0	0	0	0	120642	0	0	0	0	0	0	0	0	0	0	0	1838634	552478	121460	298201	0	0	0	0	0	0	0	0	0	466997	0	299019	2044757
WG	2751783	624288	126834	0	0	139642	929732	734371	196916	624288	0	126834	0	0	0	0	0	0	0	0	0	139642	0	0	0	0	929732	0	0	0	0	0	734371	0	0	0	0	0	0	196916	0	0	0	0	0	624288	126834	2000661	0	0	0	0	0	0	0	0	196916	734371	929732	139642	0	751122
